"original_path","final_path","doc_type","publish_year","model_target_year","year_method","model_target_rule","confidence","action","duplicate_of"
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\8949AE45__2013_le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\8949AE45__2013_le_elk_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\8995B15E__2013_bison_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\8995B15E__2013_bison_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\9A28363E__2013_le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\9A28363E__2013_le_deer_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\9C71337C__2013_mg_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\9C71337C__2013_mg_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\B1FCCFD7__henrys_littlerockies_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\B1FCCFD7__henrys_littlerockies_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\BA46974B__2013_le_pronghorn_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\BA46974B__2013_le_pronghorn_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\CBBDB0DA__2013_le_elk_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\CBBDB0DA__2013_le_elk_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\E604C470__2013_le_pronghorn_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\E604C470__2013_le_pronghorn_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\FA55B0D7__2013_le_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\FA55B0D7__2013_le_deer_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\FB91F4A9__2013_dbs_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\FB91F4A9__2013_dbs_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest\FE8939B2__2013_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2013\pdf\harvest_report\FE8939B2__2013_gs_deer_hr.pdf","harvest_report","2013","2013","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\033F97D7__2015_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\033F97D7__2015_gs_deer_hr.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\0A5F02F7__goslinmtn_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\0A5F02F7__goslinmtn_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\0AD0E19F__escalante_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\0AD0E19F__escalante_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\0AE00D39__dirtydevil_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\0AE00D39__dirtydevil_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\0B284939__baretop_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\0B284939__baretop_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\1592232F__NorthSlopeBaretop_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\1592232F__NorthSlopeBaretop_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\1B465F5B__northsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\1B465F5B__northsanjuan_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\20175C2A__dirtydevil_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\20175C2A__dirtydevil_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\20569E3D__SouthSanRafael_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\20569E3D__SouthSanRafael_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\23C2211D__2015_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\23C2211D__2015_antlerless_hr.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\251794EF__2015_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\251794EF__2015_gs_deer_hr.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\261ED8FC__NorthSlopeGoslinMtn_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\261ED8FC__NorthSlopeGoslinMtn_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\29882907__henrys_littlerockies_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\29882907__henrys_littlerockies_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\2CB58436__2015_BHS_Data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\2CB58436__2015_BHS_Data.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\2D022392__pinevalley_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\2D022392__pinevalley_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\3A23A26F__2014_gs_deer_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\3A23A26F__2014_gs_deer_hr.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\4F8E24C8__OquirrhStansburyBighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\4F8E24C8__OquirrhStansburyBighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\50977BAC__baretop_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\50977BAC__baretop_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\586D15F7__sheepcreek_bighorn_2014 - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\586D15F7__sheepcreek_bighorn_2014 - Copy.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\586D15F7__sheepcreek_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\586D15F7__sheepcreek_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\5C01A46D__westdaggett_redcanyon_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\5C01A46D__westdaggett_redcanyon_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\5DAFBD36__southsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\5DAFBD36__southsanjuan_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\5E74FC14__avintaquin_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\5E74FC14__avintaquin_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\60DAB81C__NorthSlopeSheepCreek_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\60DAB81C__NorthSlopeSheepCreek_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\62B883FF__2014_all_species_hr - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\62B883FF__2014_all_species_hr - Copy.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\62B883FF__2014_all_species_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\62B883FF__2014_all_species_hr.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\666666FC__KaiparowitsEastWest_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\666666FC__KaiparowitsEastWest_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\6744AEA9__NorthSanRafael_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\6744AEA9__NorthSanRafael_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\6A5A0322__northsanjuan_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6A5A0322__northsanjuan_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\6AE90682__sanjuanriver_bighorn_2014 - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6AE90682__sanjuanriver_bighorn_2014 - Copy.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\6AE90682__sanjuanriver_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\6AE90682__sanjuanriver_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\72F1D542__NorthSlopeSheepCreek_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\72F1D542__NorthSlopeSheepCreek_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\737D4E27__pinevalley_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\737D4E27__pinevalley_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\8CD72257__WasatchMtnsWest_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\8CD72257__WasatchMtnsWest_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\94140BEF__pilotmtn_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\94140BEF__pilotmtn_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\941AFF7F__westdaggett_redcanyon_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\941AFF7F__westdaggett_redcanyon_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\94CBE76A__CentralMtnsNebo_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\94CBE76A__CentralMtnsNebo_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\97320A46__2014_bhs_data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\97320A46__2014_bhs_data.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9D3EBB50__Zion_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\9D3EBB50__Zion_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9DBED702__2014_antlerless_hr - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\9DBED702__2014_antlerless_hr - Copy.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9DBED702__2014_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\9DBED702__2014_antlerless_hr.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9DD3BEB5__Zion_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\9DD3BEB5__Zion_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9FB2707A__NorthSlopeGoslinMtn_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\9FB2707A__NorthSlopeGoslinMtn_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9FDDB308__2014_all_species_hr - Copy.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\9FDDB308__2014_all_species_hr - Copy.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\9FDDB308__2014_all_species_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\9FDDB308__2014_all_species_hr.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\A5C79130__lasalpotash_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\A5C79130__lasalpotash_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\A72F6F1C__lockhart_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\A72F6F1C__lockhart_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\A9838348__lockhart_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\A9838348__lockhart_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\ACF210C5__OquirrhStansburyBighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\ACF210C5__OquirrhStansburyBighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\B41D81A1__newfoundland_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\B41D81A1__newfoundland_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\BA82C2D8__NorthSlopeRedCanyon_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\BA82C2D8__NorthSlopeRedCanyon_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\C439BBFB__2015_le_oial_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\C439BBFB__2015_le_oial_hr.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\CB37154C__newfoundland_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\CB37154C__newfoundland_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\CC3515C4__NorthSanRafael_bighorn_2015.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2015\pdf\harvest_report\CC3515C4__NorthSanRafael_bighorn_2015.pdf","harvest_report","2015","2015","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\CCD4B0B4__sheepcreek_bighorn_2014.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\CCD4B0B4__sheepcreek_bighorn_2014.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\D04E792F__2014_bhs_data.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\D04E792F__2014_bhs_data.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
"D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest\D55D9519__2014_antlerless_hr.pdf","D:\DOCUMENTS\GitHub\HUNTS\pipeline\raw\2014\pdf\harvest_report\D55D9519__2014_antlerless_hr.pdf","harvest_report","2014","2014","filename_year","harvest_hr_applies_to_report_year","high","moved",""
